1673853553 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2721 0 0
1680679819 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 11869 0 0
1680682889 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 11952 0 0
1680683019 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 11952 0 0
1680684634 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 11968 0 0
1680689633 27 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 11968 0 0
1680690106 27 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 11973 0 0
1680690795 27 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 11973 0 0
1680696767 328 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 11973 0 0
1680698955 328 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 11973 0 0
1680699239 328 0 0 0 0 0 0 0 206 0 0 0 0 0 0 0 0 11973 0 0
1680704930 328 0 0 0 0 0 0 0 206 0 0 0 0 0 0 0 0 11996 0 0
1680768532 328 0 0 0 0 0 0 0 206 0 0 0 0 0 0 0 0 11996 0 0
1680777222 556 0 0 0 0 0 0 0 206 0 0 0 0 0 0 0 0 11996 0 0
1680777434 556 0 0 0 0 0 0 0 206 0 0 0 0 0 0 0 0 11996 0 0
1680777467 556 0 0 0 0 0 0 0 206 0 0 0 0 0 0 0 0 11996 0 0
1680779218 556 0 0 0 0 0 0 0 345 0 0 0 0 0 0 0 0 11996 0 0
1680779813 556 0 0 0 0 0 0 0 345 0 0 0 0 0 0 0 0 11996 0 0
1680790159 556 0 0 0 0 0 0 0 853 0 0 0 0 0 0 0 0 11996 0 0
1680854869 556 0 0 0 0 0 0 0 853 212 0 0 0 0 0 0 0 11996 0 0
1680855188 1249 0 0 0 0 0 0 0 853 212 0 0 0 0 0 0 0 11996 0 0
1680855659 1249 0 0 0 0 0 0 0 853 212 0 0 0 0 0 0 0 11996 0 0
1680857125 1249 0 0 0 0 0 0 0 853 212 0 0 0 0 0 0 0 11996 0 0
1680863339 1417 0 0 0 0 0 0 0 853 212 0 0 0 0 0 0 0 11996 0 0
1680863933 1417 0 0 0 0 0 0 0 853 212 0 0 0 0 0 0 0 11996 0 0
1680865464 1417 0 0 0 0 0 0 0 1324 212 0 0 0 0 0 0 0 11996 0 0
1681197448 1417 0 0 0 0 0 0 0 1324 212 0 0 0 0 0 0 0 11996 0 0
1681295992 1417 0 0 0 0 0 0 0 1324 212 0 0 0 0 0 0 0 11996 0 0
1681303149 2350 0 0 0 0 0 0 0 1324 212 0 0 0 0 0 0 0 11996 0 0
1681303210 2350 0 0 0 0 0 0 0 1404 212 0 0 0 0 0 0 0 11996 0 0
1681303366 2350 0 0 0 0 0 0 0 1404 212 0 0 0 0 0 0 0 11996 0 0
1681309736 2350 0 0 0 0 0 0 0 1520 212 0 0 0 0 0 0 0 11996 0 0
1681357328 2350 0 63 0 0 0 0 0 1520 212 0 0 0 0 0 0 0 11996 0 0
1681385570 2350 0 63 0 0 0 0 0 2009 212 0 0 0 0 0 0 0 11996 0 0
1681386016 2373 0 63 0 0 0 0 0 2009 212 0 0 0 0 0 0 0 11996 0 0
1681461959 2373 0 63 0 0 0 0 0 2009 212 0 0 0 0 0 0 0 13229 0 0
1681480497 2373 0 63 0 0 0 0 0 2009 212 0 0 0 0 0 0 0 13229 0 0
1681718100 2373 0 1731 0 0 0 0 0 2009 212 0 0 0 0 0 0 0 13229 0 0
1681719139 2521 0 1731 0 0 0 0 0 2009 212 0 0 0 0 0 0 0 13229 0 0
1681719196 2522 0 1731 0 0 0 0 0 2009 212 0 0 0 0 0 0 0 13229 0 0
1681719249 2522 0 1731 0 0 0 0 0 2009 652 0 0 0 0 0 0 0 13229 0 0
1681719630 2522 0 1731 0 0 0 0 0 2009 652 0 0 0 0 0 0 0 13229 0 0
1681719784 2534 0 1731 0 0 0 0 0 2009 652 0 0 0 0 0 0 0 13229 0 0
1681719816 2534 0 1731 0 0 0 0 0 2009 652 0 0 0 0 0 0 0 13229 0 0
1681719856 2558 0 1731 0 0 0 0 0 2009 652 0 0 0 0 0 0 0 13229 0 0
1681719979 2567 0 1731 0 0 0 0 0 2009 652 0 0 0 0 0 0 0 13229 0 0
1681720560 2571 0 1731 0 0 0 0 0 2009 652 0 0 0 0 0 0 0 13229 0 0
1681720966 2608 0 1731 0 0 0 0 0 2009 652 0 0 0 0 0 0 0 13229 0 0
1681720994 2612 0 1731 0 0 0 0 0 2009 652 0 0 0 0 0 0 0 13229 0 0
1681721675 2645 0 1731 0 0 0 0 0 2009 652 0 0 0 0 0 0 0 13229 0 0
1681721841 2658 0 1731 0 0 0 0 0 2009 652 0 0 0 0 0 0 0 13229 0 0
1681723355 2660 0 1731 0 0 0 0 0 2009 652 0 0 0 0 0 0 0 13229 0 0
1681723383 2661 0 1731 0 0 0 0 0 2009 652 0 0 0 0 0 0 0 13229 0 0
1681723421 2664 0 1731 0 0 0 0 0 2009 652 0 0 0 0 0 0 0 13229 0 0
1681725665 2672 0 1731 0 0 0 0 0 2009 652 0 0 0 0 0 0 0 13229 0 0
1681725703 2674 0 1731 0 0 0 0 0 2009 652 0 0 0 0 0 0 0 13229 0 0
1681725797 2678 0 1731 0 0 0 0 0 2009 652 0 0 0 0 0 0 0 13229 0 0
1681725832 2682 0 1731 0 0 0 0 0 2009 652 0 0 0 0 0 0 0 13229 0 0
1681737194 2789 0 1731 0 0 0 0 0 2009 652 0 0 0 0 0 0 0 13229 0 0
1681737276 2827 0 1731 0 0 0 0 0 2009 652 0 0 0 0 0 0 0 13229 0 0
1681778333 2827 0 1731 0 0 0 0 0 2528 652 0 0 0 0 0 0 0 13229 0 0
1681812601 2827 0 2213 0 0 0 0 0 2528 652 0 0 0 0 0 0 0 13229 0 0
1681815130 2827 0 2225 0 0 0 0 0 2528 652 0 0 0 0 0 0 0 13229 0 0
1681816540 3177 0 2225 0 0 0 0 0 2528 652 0 0 0 0 0 0 0 13229 0 0
1681816854 3177 0 2225 0 0 0 0 0 2533 652 0 0 0 0 0 0 0 13229 0 0
1681823549 3177 0 2225 0 0 0 0 0 2533 1330 0 0 0 0 0 0 0 13229 0 0
1681824866 3177 0 2225 0 0 0 0 0 2533 1330 0 0 0 0 0 0 0 13229 0 0
1681828625 3177 0 2225 0 0 0 0 0 2533 1330 0 0 0 0 0 0 0 13229 0 0
1681830656 3263 0 2225 0 0 0 0 0 2533 1330 0 0 0 0 0 0 0 13229 0 0
1681830676 3273 0 2225 0 0 0 0 0 2533 1330 0 0 0 0 0 0 0 13229 0 0
1681881183 3273 0 2225 0 0 0 0 0 2533 1330 0 0 0 0 0 0 0 13229 0 0
1681883295 3273 0 2232 0 0 0 0 0 2533 1330 0 0 0 0 0 0 0 13229 0 0
1681883327 3273 0 2232 0 0 0 0 0 2533 1330 0 0 0 0 0 0 0 13229 0 0
1681893896 3669 0 2232 0 0 0 0 0 2533 1330 0 0 0 0 0 0 0 13229 0 0
1681896533 3669 0 2232 0 0 0 0 0 2533 1330 0 0 0 0 0 0 0 13229 0 0
1681900547 3669 0 2400 0 0 0 0 0 2533 1330 0 0 0 0 0 0 0 13229 0 0
1681901138 3669 0 2403 0 0 0 0 0 2533 1330 0 0 0 0 0 0 0 13229 0 0
1681901786 3669 0 2404 0 0 0 0 0 2533 1330 0 0 0 0 0 0 0 13229 0 0
1681902662 3669 0 2404 0 0 0 0 0 2533 1330 0 0 0 0 0 0 0 13229 0 0
1681902677 3669 0 2404 0 0 0 0 0 2533 1330 0 0 0 0 0 0 0 13229 0 0
1681968184 3669 0 2527 0 0 0 0 0 2533 1330 0 0 0 0 0 0 0 13229 0 0
1681983001 3669 0 2527 0 0 0 0 0 2533 1330 0 0 0 0 0 0 0 15626 0 0
1681983008 3669 0 3212 0 0 0 0 0 2533 1330 0 0 0 0 0 0 0 15626 0 0
1681985478 3669 0 3212 0 0 0 0 0 2533 1330 0 0 0 0 0 0 0 15626 0 0
1682072402 3669 0 3212 0 0 0 0 0 2533 11360 0 0 0 0 0 0 0 15626 0 0
1682075814 3669 0 3212 0 0 0 0 0 2910 11360 0 0 0 0 0 0 0 15626 0 0
1682076013 3669 0 3212 0 0 0 0 0 2920 11360 0 0 0 0 0 0 0 15626 0 0
1682076651 3669 0 3212 0 0 0 0 0 2929 11360 0 0 0 0 0 0 0 15626 0 0
1682154766 3669 0 3212 0 0 0 0 0 2929 11360 0 0 0 0 0 0 0 15626 0 0
1682329426 3669 0 3212 0 0 0 0 0 2948 11360 0 0 0 0 0 0 0 15626 0 0
1682331241 3669 0 3212 0 0 0 0 0 2975 11360 0 0 0 0 0 0 0 15626 0 0
1682334885 3669 0 3212 0 0 0 0 0 2987 11360 0 0 0 0 0 0 0 15626 0 0
1682336706 3669 0 3212 0 0 0 0 0 2988 11360 0 0 0 0 0 0 0 15626 0 0
1682415073 3669 0 3747 0 0 0 0 0 2988 11360 0 0 0 0 0 0 0 15626 0 0
1682419450 3669 0 3747 0 0 0 0 0 2988 11423 0 0 0 0 0 0 0 15626 0 0
1682419536 3669 0 3767 0 0 0 0 0 2988 11423 0 0 0 0 0 0 0 15626 0 0
1682419614 3669 0 3767 0 0 0 0 0 2988 11423 0 0 0 0 0 0 0 15626 0 0
1682419643 4672 0 3767 0 0 0 0 0 2988 11423 0 0 0 0 0 0 0 15626 0 0
1682419912 4672 0 3767 0 0 0 0 0 2988 11423 0 0 0 0 0 0 0 15626 0 0
1682420015 4672 0 3767 0 0 0 0 0 2988 11423 0 0 0 0 0 0 0 15626 0 0
1682420259 4672 0 3767 0 0 0 0 0 2988 11423 0 0 0 0 0 0 0 15626 0 0
1682420339 4672 0 3767 0 0 0 0 0 2988 11423 0 0 0 0 0 0 0 15626 0 0
1682421121 4672 0 3767 0 0 0 0 0 2988 11423 0 0 0 0 0 0 0 15626 0 0
1682421448 4672 0 3767 0 0 0 0 0 2988 11423 0 0 0 0 0 0 0 15626 0 0
1682421632 4673 0 3767 0 0 0 0 0 2988 11423 0 0 0 0 0 0 0 15626 0 0
1682422232 4673 0 3767 0 0 0 0 0 3927 11423 0 0 0 0 0 0 0 15626 0 0
1682422805 4673 0 3767 0 0 0 0 0 3927 11423 0 0 0 0 0 0 0 15626 0 0
1682422859 4673 0 3767 0 0 0 0 0 3927 11423 0 0 0 0 0 0 0 15626 0 0
1682423620 4673 0 3767 0 0 0 0 0 3927 11423 0 0 0 0 0 0 0 15803 0 0
1682426158 5613 0 3767 0 0 0 0 0 3927 11423 0 0 0 0 0 0 0 15803 0 0
1682432149 5613 0 3767 0 0 0 0 0 3927 11423 0 0 0 0 0 0 0 15803 0 0
1682432165 5614 0 3767 0 0 0 0 0 3927 11423 0 0 0 0 0 0 0 15803 0 0
1682432261 5614 0 3767 0 0 0 0 0 3927 11423 0 0 0 0 0 0 0 15803 0 0
1682433689 5620 0 3767 0 0 0 0 0 3927 11423 0 0 0 0 0 0 0 15803 0 0
1682433773 5621 0 3767 0 0 0 0 0 3927 11423 0 0 0 0 0 0 0 15803 0 0
1682433853 5621 0 3767 0 0 0 0 0 3927 11423 0 0 0 0 0 0 0 15803 0 0
1682435052 5696 0 3767 0 0 0 0 0 3927 11423 0 0 0 0 0 0 0 15803 0 0
1682435972 5696 0 3767 0 0 0 0 0 3927 11423 0 0 0 0 0 0 0 15803 0 0
1682436909 5703 0 3767 0 0 0 0 0 3927 11423 0 0 0 0 0 0 0 15803 0 0
1682436995 5703 0 3767 0 0 0 0 0 3927 11423 0 0 0 0 0 0 0 15803 0 0
1682437786 5707 0 3767 0 0 0 0 0 3927 11423 0 0 0 0 0 0 0 15803 0 0
1682437860 5707 0 3767 0 0 0 0 0 3927 11423 0 0 0 0 0 0 0 15803 0 0
1682501217 5707 0 3767 0 0 0 0 0 3935 11423 0 0 0 0 0 0 0 15803 0 0
1682503659 5883 0 3767 0 0 0 0 0 3935 11423 0 0 0 0 0 0 0 15803 0 0
1682504851 5883 0 3767 0 0 0 0 0 4012 11423 0 0 0 0 0 0 0 15803 0 0
1682508487 5883 0 3767 0 0 0 0 0 4027 11423 0 0 0 0 0 0 0 15803 0 0
1682565157 5883 0 3924 0 0 0 0 0 4027 11423 0 0 0 0 0 0 0 15803 0 0
1682565201 5883 0 3924 0 0 0 0 0 4027 11423 0 0 0 0 0 0 0 15803 0 0
